mgrs,Date,Incident Type,Incident Category,Target Category,target,force_type,date_time_occ,mgrs_X,mgrs_Y,City,Province
38SLF2670022100,6-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/6/2008 20:30,43.06924474,36.32836395,Mosul,Ninewa
38SMB4113674557,6-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,CF,1/6/2008 20:37,44.3683881,33.2082983,Karkh,Baghdad
38SMB2460775317,6-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/6/2008 20:40,44.19098221,33.21412639,Mahmoudiya,Baghdad
38SMC342208,6-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/6/2008 21:00,44.290586,33.6249678,Tarmia,Baghdad
38SLE8915209904,6-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/6/2008 21:19,43.78041991,35.32623064,Al-Hawiga,Tameem
38SLC6106939846,6-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/6/2008 21:31,43.49932327,33.78965732,Balad,Salah al-Din
38SMB1183383553,6-Jan-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,1/6/2008 21:45,44.05312285,33.28743844,Abu Ghraib,Baghdad
38SMB4969041510,6-Jan-08,Enemy Action,Direct Fire,Unit/Group,Coalition,CF,1/6/2008 21:45,44.46198524,32.91064994,Mahmoudiya,Baghdad
38SMB2212077620,6-Jan-08,Enemy Action,Direct Fire,TCP,Coalition,CF,1/6/2008 21:55,44.16409991,33.23472099,Mahmoudiya,Baghdad
38SMB542774,6-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/6/2008 22:00,44.50841657,33.23457388,Al Resafa,Baghdad
38SME4290020200,6-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/6/2008 22:08,44.3710035,35.42358188,Kirkuk,Tameem
38SME477202,6-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/6/2008 22:25,44.42387637,35.4238457,Kirkuk,Tameem
38SLE460630,6-Jan-08,Explosive Hazard,IED Explosion,Other,Civilian,CF,1/6/2008 22:30,43.29570543,35.79904526,Mosul,Ninewa
38SME4770020300,6-Jan-08,Explosive Hazard,IED Explosion,Other,Civilian,ISF,1/6/2008 22:40,44.42386995,35.42474734,Kirkuk,Tameem
38SLF2423343301,7-Jan-08,Explosive Hazard,IED Explosion,,Coalition,CF,1/7/2008 0:04,43.03696971,36.51893815,Tilkaif,Ninewa
38SLF3140031353,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 0:35,43.11957611,36.41257258,Tilkaif,Ninewa
38SMB3599290716,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 0:45,44.31205381,33.35374912,Khadamiya,Baghdad
38SLD8394006839,7-Jan-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,1/7/2008 1:59,43.73737078,34.39646372,Samarra,Salah al-Din
38SMB5788063310,7-Jan-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,1/7/2008 6:07,44.54856581,33.10763402,Mahmoudiya,Baghdad
38SLF342250,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 6:50,43.15214558,36.35581548,Al-Hamdaniya,Ninewa
38SLF325228,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,1/7/2008 6:50,43.13368125,36.33569764,Mosul,Ninewa
38SMB4990630227,7-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,1/7/2008 7:12,44.46490646,32.8088851,Al-Mahawil,Babylon
38SMC1107064740,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 7:33,44.03680701,34.01953308,Balad,Salah al-Din
38SMB520780,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 7:45,44.48477246,33.23989012,Al Resafa,Baghdad
38SLF3690026500,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,1/7/2008 7:47,43.18190902,36.36979325,Al-Hamdaniya,Ninewa
38SMB5211878808,7-Jan-08,Explosive Hazard,IED Explosion,Unknown,Host Nation,ISF,1/7/2008 8:15,44.48599636,33.24718325,Al Resafa,Baghdad
38SMC4180025460,7-Jan-08,Enemy Action,Direct Fire,TCP,Host Nation,CLC,1/7/2008 8:29,44.37221482,33.6674387,Tarmia,Baghdad
38SLF290229,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 8:30,43.09468086,36.33598344,Mosul,Ninewa
38SLF296224,7-Jan-08,Enemy Action,Direct Fire,Patrol,Host Nation,ISF,1/7/2008 8:50,43.10147223,36.33158457,Mosul,Ninewa
38SMB5919078120,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 8:50,44.56194172,33.24126823,Mada'in,Baghdad
38SMB5098064590,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 8:55,44.47454669,33.11888962,Mahmoudiya,Baghdad
38SMB4860090500,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,1/7/2008 9:00,44.44756842,33.35247771,Al Sadr,Baghdad
38SLD607617,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 9:15,43.47558649,34.88815431,Tikrit,Salah al-Din
38SNE439248,7-Jan-08,Enemy Action,Indirect Fire,NULL,NULL,,1/7/2008 9:30,45.48384272,35.46572738,Sulaymaniya,Sulaymaniyah
38SME4460024900,7-Jan-08,Enemy Action,Indirect Fire,Property,Civilian,ISF,1/7/2008 9:34,44.38940927,35.46605441,Kirkuk,Tameem
38SMB300900,7-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/7/2008 9:40,44.24771307,33.34691797,Karkh,Baghdad
38SMC5855143759,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 9:45,44.55203944,33.8332632,Al-Khalis,Diyala
38SMB4851064980,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 9:57,44.4480494,33.12229288,Mahmoudiya,Baghdad
38SLF294219,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 9:57,43.09935448,36.32704393,Mosul,Ninewa
38SME20452174,7-Jan-08,Enemy Action,Direct Fire,Base,Coalition,CF,1/7/2008 10:04,44.12357278,35.43592495,Kirkuk,Tameem
38SMC6710034500,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,1/7/2008 10:05,44.64477615,33.75005684,Al-Muqdadiya,Diyala
38SMB5557787257,7-Jan-08,Enemy Action,Direct Fire,,Infrastructure,ISF,1/7/2008 10:07,44.52271222,33.32353819,Al Sadr,Baghdad
38SLF325228,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 10:10,43.13368125,36.33569764,Mosul,Ninewa
38SLE17224167,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 10:15,42.98221528,35.60190989,Hatra,Ninewa
38SLF3250022800,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 10:20,43.13368125,36.33569764,Mosul,Ninewa
38SMB4044096728,7-Jan-08,Explosive Hazard,IED Explosion,,Infrastructure,CIV,1/7/2008 10:20,44.35945995,33.40822856,Adhamiya,Baghdad
38SLF290228,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 10:25,43.09470281,36.33508239,Mosul,Ninewa
38SMC3490022830,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 10:30,44.29798393,33.64331898,Tarmia,Baghdad
38SLF37942707,7-Jan-08,Enemy Action,Direct Fire,Patrol,Host Nation,ISF,1/7/2008 10:30,43.19337798,36.37510529,Al-Hamdaniya,Ninewa
38SLF280241,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/7/2008 10:41,43.08327922,36.34661776,Mosul,Ninewa
38SMB4992274002,7-Jan-08,Explosive Hazard,IED Explosion,Unit/Group,Civilian,CLC,1/7/2008 10:47,44.46268872,33.20373514,Karkh,Baghdad
38SLC70323365,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 10:49,43.60013051,33.73496549,Ramadi,Anbar
38SLC57170450,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 10:50,43.46289315,33.47045154,Ramadi,Anbar
38SLF386279,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 10:59,43.20055995,36.38269538,Al-Hamdaniya,Ninewa
38SLB7454973911,7-Jan-08,Explosive Hazard,Unknown Explosion,Unknown,Civilian,CF,1/7/2008 11:05,43.65412323,33.19679669,Falluja,Anbar
38SMC4126056310,7-Jan-08,Enemy Action,Indirect Fire,Base/Station,Coalition,CF,1/7/2008 11:09,44.36433622,33.94563429,Balad,Salah al-Din
38SMC4280003800,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,IGO,1/7/2008 11:11,44.38438903,33.47214089,Ba'quba,Diyala
38SLD76603440,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,1/7/2008 11:13,43.65354412,34.6440944,Tikrit,Salah al-Din
38SKF77212321,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 11:23,42.51796871,36.32818745,Telafar,Ninewa
38SLC9699067720,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 11:25,43.88397958,34.04511543,Balad,Salah al-Din
38SLF385265,7-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/7/2008 11:30,43.19973638,36.3700633,Al-Hamdaniya,Ninewa
38SMB6117063740,7-Jan-08,Enemy Action,Direct Fire,Base,Host Nation,ISF,1/7/2008 11:30,44.58380828,33.11163534,Mada'in,Baghdad
38SLF3780022000,7-Jan-08,Enemy Action,Direct Fire,Security,Host Nation,ISF,1/7/2008 11:40,43.19287452,36.32939635,Al-Hamdaniya,Ninewa
38SMB5881080660,7-Jan-08,Explosive Hazard,IED Explosion,Convoy,None Selected,ISF,1/7/2008 11:40,44.55774747,33.26416394,Mada'in,Baghdad
38SMB4698540508,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 11:55,44.43311678,32.90148399,Mahmoudiya,Baghdad
38SMB5349389947,7-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,1/7/2008 11:55,44.50018357,33.34771273,Al Sadr,Baghdad
38SLD8120092700,7-Jan-08,Enemy Action,Direct Fire,Other,Civilian,CF,1/7/2008 12:00,43.6954365,35.17022725,Al-Hawiga,Tameem
38SMB4420083200,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,CIV,1/7/2008 12:22,44.40073149,33.28641657,Al Resafa,Baghdad
38SMC29781440,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 12:23,44.24344001,33.56696547,Khadamiya,Baghdad
38SMB521852,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 12:25,44.48546505,33.30483582,Al Sadr,Baghdad
38SMB510860,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 12:35,44.47360608,33.31200197,Al Sadr,Baghdad
38SLC964719,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/7/2008 12:40,43.87709142,34.08274868,Balad,Salah al-Din
38SMB483848,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,,1/7/2008 12:50,44.44467047,33.3010523,Al Resafa,Baghdad
38SLF3880027500,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 12:58,43.20287171,36.37912457,Al-Hamdaniya,Ninewa
38SMB6117062980,7-Jan-08,Enemy Action,Direct Fire,Unit/Group,Host Nation,CF,1/7/2008 13:00,44.58384059,33.10478015,Mada'in,Baghdad
38SMC61481611,7-Jan-08,Enemy Action,Indirect Fire,Unknown,Coalition,CF,1/7/2008 13:20,44.58489534,33.58400479,Ba'quba,Diyala
38SMB2087572688,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,None Selected,CF,1/7/2008 13:24,44.15116792,33.1901484,Mahmoudiya,Baghdad
38SMC7110023500,7-Jan-08,Enemy Action,Indirect Fire,Security,Host Nation,CF,1/7/2008 13:28,44.68832233,33.65096207,Al-Muqdadiya,Diyala
38SMB520800,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 13:30,44.48466659,33.25792943,Al Resafa,Baghdad
38SMB3292885535,7-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,1/7/2008 13:31,44.27950946,33.30683392,Karkh,Baghdad
38SLF38282765,7-Jan-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,1/7/2008 13:35,43.1970459,36.38038887,Al-Hamdaniya,Ninewa
38SLC97398430,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/7/2008 13:55,43.88635415,34.19465719,Al-Daur,Salah al-Din
38SKF7250028600,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 13:55,42.46396695,36.37563197,Telafar,Ninewa
38SMB450840,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 14:15,44.40927413,33.29367328,Al Resafa,Baghdad
38SLD632751,7-Jan-08,Explosive Hazard,Unknown Explosion,NULL,NULL,CF,1/7/2008 14:34,43.50073864,35.00928757,Baiji,Salah al-Din
38SLB9414082916,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 14:35,43.86321163,33.28010124,Falluja,Anbar
38SMB4810185661,7-Jan-08,Explosive Hazard,IED Explosion,Facility,Civilian,CF,1/7/2008 14:35,44.44248361,33.30880852,Al Resafa,Baghdad
38SMB4297266860,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 15:03,44.38856967,33.13897278,Mahmoudiya,Baghdad
38SMC2341002553,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 15:10,44.17582842,33.4596825,Khadamiya,Baghdad
38SLF380236,7-Jan-08,Enemy Action,Direct Fire,Security,Host Nation,ISF,1/7/2008 15:20,43.19476903,36.34384754,Al-Hamdaniya,Ninewa
38SMB3194090549,7-Jan-08,Enemy Action,Direct Fire,Unit/Group,Civilian,CIV,1/7/2008 15:30,44.26851926,33.35199402,Karkh,Baghdad
38SLE4750090300,7-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,ISF,1/7/2008 15:30,43.30706236,36.04531045,Mosul,Ninewa
38SLC9840082900,7-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/7/2008 15:36,43.89747836,34.18213244,Al-Daur,Salah al-Din
38SMB4369777807,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 15:40,44.3956648,33.23774828,Karkh,Baghdad
38SLF262248,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 15:40,43.06307453,36.35260157,Mosul,Ninewa
38RNV34859631,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 16:00,45.36737571,31.6013655,Al-Rumaitha,Muthanna
38SLF292307,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 16:00,43.09519501,36.4063,Tilkaif,Ninewa
38SMB1713882584,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,1/7/2008 16:18,44.11017888,33.27912009,Abu Ghraib,Baghdad
38SMB483848,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 16:29,44.44467047,33.3010523,Al Resafa,Baghdad
38SLD4829857640,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 16:30,43.34065062,34.84978071,Baiji,Salah al-Din
38SMB452924,7-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/7/2008 16:40,44.41091243,33.36944659,Al Resafa,Baghdad
38SMB389872,7-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/7/2008 17:00,44.34354457,33.3222065,Karkh,Baghdad
38SLF2732101642,7-Jan-08,Explosive Hazard,IED Suspected,NULL,NULL,CF,1/7/2008 17:00,43.08067255,36.14413862,Mosul,Ninewa
38SMB3175534844,7-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/7/2008 17:20,44.27069276,32.84955133,Al-Mahawil,Babylon
38SLF3610025600,7-Jan-08,Enemy Action,Direct Fire,TCP,Host Nation,ISF,1/7/2008 17:30,43.17318507,36.36154751,Al-Hamdaniya,Ninewa
38SKC81165288,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 17:30,42.63346706,33.89360174,Heet,Anbar
38SMA6419896520,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 17:55,44.61885951,32.50538464,Al-Mahawil,Babylon
38SMB4669091550,7-Jan-08,Enemy Action,Indirect Fire,Other,Civilian,CF,1/7/2008 18:00,44.42697914,33.36185507,Al Resafa,Baghdad
38SMB452924,7-Jan-08,Enemy Action,Indirect Fire,NULL,NULL,,1/7/2008 18:00,44.41091243,33.36944659,Al Resafa,Baghdad
38SLF2765025730,7-Jan-08,Explosive Hazard,IED Found/Cleared,Cell/Group,Enemy,CF,1/7/2008 18:20,43.07901994,36.36124198,Mosul,Ninewa
38SMC3935958318,7-Jan-08,Enemy Action,Indirect Fire,Recovery,Coalition,CF,1/7/2008 18:49,44.34362639,33.9636353,Balad,Salah al-Din
38SMC3677159657,7-Jan-08,Enemy Action,Indirect Fire,OP,Coalition,CF,1/7/2008 18:49,44.31551905,33.97555826,Balad,Salah al-Din
37SGV448932,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 19:00,41.71763839,36.05259223,Al-Ba'aj,Ninewa
38SMB3423086140,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/7/2008 19:40,44.29345066,33.31237087,Karkh,Baghdad
38SMB4230074100,7-Jan-08,Enemy Action,Direct Fire,Other,Coalition,CF,1/7/2008 20:00,44.38090622,33.20423913,Karkh,Baghdad
38SLE44014209,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 20:00,43.27775036,35.61028403,Al-Shirqat,Salah al-Din
38SMB4568393704,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/7/2008 20:28,44.41602574,33.38123237,Al Sadr,Baghdad
38SLD8357008950,7-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/7/2008 20:30,43.73305945,34.41545513,Samarra,Salah al-Din
38RQU55998364,7-Jan-08,Enemy Action,Indirect Fire,Base,Coalition,CF,1/7/2008 20:37,47.66877198,30.55789763,Basrah,Basrah
38SMB2392876200,7-Jan-08,Enemy Action,Small Arms Fire,Recovery,Coalition,None Selected,1/7/2008 20:50,44.18362276,33.22204271,Mahmoudiya,Baghdad
38SMB4276078101,7-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,1/7/2008 21:15,44.38558934,33.24035074,Karkh,Baghdad
38SMB3648093610,7-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/7/2008 22:05,44.31709452,33.37987964,Khadamiya,Baghdad
38SMC3151954133,7-Jan-08,Enemy Action,Small Arms Fire,Recovery,Coalition,CF,1/7/2008 22:55,44.25909976,33.92541216,Balad,Salah al-Din
38SLC3969000707,7-Jan-08,Enemy Action,Small Arms Fire,Recovery,Coalition,CF,1/7/2008 23:14,43.27552442,33.43378027,Ramadi,Anbar
38SMC2888015513,8-Jan-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,1/8/2008 1:20,44.23365535,33.57694368,Khadamiya,Baghdad
38SLD840924,8-Jan-08,Enemy Action,Direct Fire,Security,Host Nation,ISF,1/8/2008 1:30,43.72621912,35.16784997,Al-Hawiga,Tameem
38RQU8236627364,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 2:58,47.92833563,30.04479718,Al-Zubair,Basrah
38SMB5788063310,8-Jan-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,1/8/2008 3:09,44.54856581,33.10763402,Mahmoudiya,Baghdad
38SMB3980089400,8-Jan-08,Enemy Action,Indirect Fire,Base/Station,Coalition,CF,1/8/2008 5:43,44.35306694,33.34209972,Khadamiya,Baghdad
38SMC4223102402,8-Jan-08,Explosive Hazard,IED Found/Cleared,Property,Enemy,CIV,1/8/2008 7:00,44.37835554,33.45950153,Adhamiya,Baghdad
38SMB520780,8-Jan-08,Enemy Action,Assassination,NULL,NULL,,1/8/2008 7:15,44.48477246,33.23989012,Al Resafa,Baghdad
38SMB3411397905,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 7:35,44.29133411,33.41847409,Khadamiya,Baghdad
38SMC88566146,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 7:45,44.87612977,33.99366067,Al-Muqdadiya,Diyala
38SMB389872,8-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/8/2008 8:00,44.34354457,33.3222065,Karkh,Baghdad
38SLC88686436,8-Jan-08,Enemy Action,Direct Fire,Property,Enemy,CF,1/8/2008 8:00,43.7943937,34.01396857,Samarra,Salah al-Din
38SKF721287,8-Jan-08,Enemy Action,Indirect Fire,NULL,NULL,,1/8/2008 8:00,42.45948264,36.3764379,Telafar,Ninewa
38SMC7169124354,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 8:30,44.69466881,33.65868045,Al-Muqdadiya,Diyala
38SLF371286,8-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/8/2008 8:34,43.18369734,36.3887499,Al-Hamdaniya,Ninewa
38SMC969669,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 8:40,44.96641442,34.04278122,Khanaqin,Diyala
38SME0187803738,8-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,1/8/2008 8:45,43.92114939,35.27197297,Al-Hawiga,Tameem
38SLF372293,8-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/8/2008 9:06,43.18466511,36.39507442,Al-Hamdaniya,Ninewa
38SNC109823,8-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/8/2008 9:20,45.11828431,34.18161763,Khanaqin,Diyala
38SMC2292048601,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 9:25,44.16656036,33.87492915,Balad,Salah al-Din
38SMC9753166627,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 9:45,44.97325148,34.04032075,Khanaqin,Diyala
38SMC6480038200,8-Jan-08,Enemy Action,Direct Fire,Other,Civilian,CF,1/8/2008 10:30,44.61979599,33.78335342,Al-Muqdadiya,Diyala
38SMB3852784178,8-Jan-08,Explosive Hazard,IED Explosion,Unit/Group,Civilian,CIV,1/8/2008 10:35,44.33974277,33.29492885,Karkh,Baghdad
38SLE8735310001,8-Jan-08,Explosive Hazard,IED Explosion,Property,Civilian,CF,1/8/2008 10:36,43.76061757,35.32690382,Al-Hawiga,Tameem
38SMB4250067060,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 10:37,44.38349673,33.14075177,Mahmoudiya,Baghdad
38SMB380850,8-Jan-08,Explosive Hazard,IED Explosion,NULL,NULL,,1/8/2008 10:45,44.33402647,33.30231254,Karkh,Baghdad
38SLD7084739824,8-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/8/2008 10:50,43.58995935,34.69228367,Tikrit,Salah al-Din
38SMC5903637202,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 11:00,44.55758537,33.77414496,Al-Muqdadiya,Diyala
38SLF3050025300,8-Jan-08,Enemy Action,Direct Fire,Security,Host Nation,ISF,1/8/2008 11:10,43.11086345,36.3578739,Mosul,Ninewa
38SLD68863876,8-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/8/2008 11:10,43.56843719,34.68243873,Tikrit,Salah al-Din
38SLC823485,8-Jan-08,Explosive Hazard,Unknown Explosion,NULL,NULL,CF,1/8/2008 11:12,43.72744224,33.87026595,Balad,Salah al-Din
38SMC9500068950,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 11:20,44.94581795,34.0612625,Khanaqin,Diyala
38SMB430750,8-Jan-08,Enemy Action,Direct Fire,NULL,NULL,,1/8/2008 11:20,44.38836006,33.21239387,Karkh,Baghdad
38SMC9700665880,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 11:30,44.96756633,34.03358229,Khanaqin,Diyala
38SMB452924,8-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,,1/8/2008 11:30,44.41091243,33.36944659,Al Resafa,Baghdad
38SLF281211,8-Jan-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,1/8/2008 11:40,43.08505495,36.31960445,Mosul,Ninewa
38SMB6080063300,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,1/8/2008 11:44,44.57986149,33.10765324,Mada'in,Baghdad
38SMB4150079700,8-Jan-08,Enemy Action,Direct Fire,Unit/Group,Civilian,CIV,1/8/2008 11:45,44.37196213,33.25470535,Karkh,Baghdad
38SLF295217,8-Jan-08,Enemy Action,Direct Fire,Other,Civilian,CF,1/8/2008 12:10,43.10051178,36.32525954,Mosul,Ninewa
38SMB3380085200,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 12:13,44.28890042,33.30386644,Karkh,Baghdad
38SLE9028010540,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 12:14,43.79274275,35.33208869,Al-Hawiga,Tameem
38SMB3455093260,8-Jan-08,Explosive Hazard,IED Hoax,NULL,NULL,CIV,1/8/2008 12:30,44.2963718,33.37660705,Khadamiya,Baghdad
38SLF2961325139,8-Jan-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,1/8/2008 12:39,43.10101767,36.35626653,Mosul,Ninewa
38SLC9819501057,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 12:40,43.90470171,33.44409101,Falluja,Anbar
38SNC3257570404,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 12:40,45.35304755,34.07388069,Baladrooz,Diyala
38SMB3688786607,8-Jan-08,Enemy Action,Direct Fire,Unit/Group,Civilian,CLC,1/8/2008 12:40,44.32195971,33.31674191,Karkh,Baghdad
38SMB4966650608,8-Jan-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,1/8/2008 12:41,44.46123096,32.99271323,Mahmoudiya,Baghdad
38SLB9164583599,8-Jan-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,1/8/2008 12:45,43.83634183,33.28601272,Falluja,Anbar
38SLD81413058,8-Jan-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,1/8/2008 12:47,43.70655012,34.6102226,Tikrit,Salah al-Din
