mgrs,Date,Incident Type,Incident Category,Target Category,target,force_type,date_time_occ,mgrs_X,mgrs_Y,City,Province
38SLB8457591160,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/25/2007 0:20,43.7594642,33.35346233,Falluja,Anbar
38SMB389872,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 2:15,44.34354457,33.3222065,Karkh,Baghdad
38SMB4644084160,25-Dec-07,Explosive Hazard,IED Hoax,NULL,NULL,CF,12/25/2007 2:20,44.42473025,33.29518894,Al Resafa,Baghdad
38SMB4110080700,25-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/25/2007 3:41,44.3676031,33.26370304,Karkh,Baghdad
38SMB3514985973,25-Dec-07,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,12/25/2007 4:40,44.30333457,33.3109204,Karkh,Baghdad
38SLF3290027700,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 6:25,43.13708377,36.37991922,Al-Hamdaniya,Ninewa
38SLF3930026800,25-Dec-07,Enemy Action,Direct Fire,Patrol,Host Natio,ISF,12/25/2007 7:20,43.20858815,36.37290062,Al-Hamdaniya,Ninewa
38SMB2365986568,25-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,ISF,12/25/2007 7:23,44.17986254,33.31553337,Abu Ghraib,Baghdad
38SMB405922,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 7:30,44.36040433,33.36739272,Adhamiya,Baghdad
38SMC6760034800,25-Dec-07,Explosive Hazard,IED Explosion,Property,Host Natio,ISF,12/25/2007 8:00,44.65016361,33.75277799,Al-Muqdadiya,Diyala
38SLF3810027300,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 8:15,43.19511294,36.37720476,Al-Hamdaniya,Ninewa
38SLF2770025300,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 8:20,43.07967217,36.3573765,Mosul,Ninewa
38SMB2342686835,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,None Selected,12/25/2007 8:32,44.177337,33.3179249,Abu Ghraib,Baghdad
38SLF3820027900,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 8:45,43.19610236,36.38262813,Al-Hamdaniya,Ninewa
38SMB420863,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 9:00,44.37690683,33.31426058,Karkh,Baghdad
38SLF2860025900,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 9:00,43.08956568,36.36294349,Mosul,Ninewa
38SMC578482,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 9:10,44.54371029,33.87328616,Al-Khalis,Diyala
38SKC8318135842,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/25/2007 9:35,42.65949416,33.74047943,Heet,Anbar
38SLD61726760,25-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,CF,12/25/2007 9:35,43.4857687,34.94147878,Baiji,Salah al-Din
38SMB390790,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 9:45,44.34517149,33.24825331,Karkh,Baghdad
38SMC079343,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,,12/25/2007 9:45,44.0056671,33.74475981,Balad,Salah al-Din
38SMB389872,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 10:00,44.34354457,33.3222065,Karkh,Baghdad
38SLF2780025400,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 10:00,43.080764,36.35829544,Mosul,Ninewa
38SLF268252,25-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/25/2007 10:00,43.06966882,36.35631387,Mosul,Ninewa
38SMA929940,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 10:10,44.92443322,32.48320605,Al-Mahawil,Babylon
38SLF3970024400,25-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/25/2007 10:25,43.21353974,36.35134099,Al-Hamdaniya,Ninewa
38SLF3900019900,25-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/25/2007 10:32,43.20667189,36.31067456,Al-Hamdaniya,Ninewa
38SMD875700,25-Dec-07,Enemy Action,Indirect Fire,NULL,NULL,,12/25/2007 11:00,44.86306206,34.97248207,Tooz,Salah al-Din
38SMC6405432880,25-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,CF,12/25/2007 11:13,44.61195468,33.7353469,Al-Muqdadiya,Diyala
38SMC903503,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 12:00,44.89509368,33.89302629,Al-Muqdadiya,Diyala
38SLF3840028000,25-Dec-07,Enemy Action,Direct Fire,Other,Host Natio,ISF,12/25/2007 12:00,43.19831036,36.38356286,Al-Hamdaniya,Ninewa
38SMB4340078400,25-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/25/2007 12:00,44.39244007,33.24308132,Karkh,Baghdad
38SLF2610021900,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 12:00,43.06260814,36.32645375,Mosul,Ninewa
38SMC3766023349,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/25/2007 12:05,44.32770861,33.64816514,Tarmia,Baghdad
38SLF248346,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,,12/25/2007 12:05,43.04526964,36.44064657,Tilkaif,Ninewa
38SLF3460024800,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 12:05,43.15664403,36.35408218,Al-Hamdaniya,Ninewa
38SMB3426583336,25-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,CF,12/25/2007 12:12,44.2940304,33.28708301,Karkh,Baghdad
38SMB4600070300,25-Dec-07,Explosive Hazard,IED Explosion,Other,Host Natio,CLC,12/25/2007 12:30,44.42082925,33.17015563,Mahmoudiya,Baghdad
38SLF2712622087,25-Dec-07,Enemy Action,Direct Fire,OP,Coalition,CF,12/25/2007 12:43,43.07399132,36.32832338,Mosul,Ninewa
38SLF379199,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 12:45,43.19442481,36.31049015,Al-Hamdaniya,Ninewa
38SLF367224,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 12:45,43.18054077,36.33281481,Al-Hamdaniya,Ninewa
38SLF397298,25-Dec-07,Enemy Action,Indirect Fire,NULL,NULL,,12/25/2007 12:45,43.21242632,36.40000028,Al-Hamdaniya,Ninewa
38SMB520780,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,,12/25/2007 12:50,44.48477246,33.23989012,Al Resafa,Baghdad
38SLF273215,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/25/2007 12:58,43.07605895,36.32306552,Mosul,Ninewa
38SMB5238078810,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,None Selected,12/25/2007 13:10,44.48880868,33.24721288,Al Resafa,Baghdad
38SMB2615090840,25-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/25/2007 13:10,44.2062719,33.35423641,Karkh,Baghdad
38SMB5080090800,25-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/25/2007 13:26,44.4711961,33.3552865,Al Sadr,Baghdad
38SMB3742084780,25-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/25/2007 13:30,44.32781199,33.30029475,Karkh,Baghdad
38SMB345884,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 13:30,44.29618718,33.33277078,Karkh,Baghdad
38SMB4044081110,25-Dec-07,Enemy Action,Attack,Security,Host Natio,ISF,12/25/2007 13:42,44.36049025,33.26736476,Karkh,Baghdad
38SMC3488161950,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/25/2007 13:53,44.29488957,33.99612162,Balad,Salah al-Din
38SLF305214,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 14:00,43.11171223,36.32273287,Mosul,Ninewa
38SMB415724,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 14:00,44.37243243,33.1888629,Karkh,Baghdad
38SLF2850020000,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 14:20,43.08975058,36.30976425,Mosul,Ninewa
38SMB450749,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 14:20,44.40982616,33.21159554,Karkh,Baghdad
38SMB3000055000,25-Dec-07,Enemy Action,Direct Fire,Unit/Grou,Civilian,CLC,12/25/2007 14:30,44.25040682,33.03124153,Mahmoudiya,Baghdad
38SLD8150092500,25-Dec-07,Enemy Action,Indirect Fire,Facility,Infrastruct,IGO,12/25/2007 14:30,43.69875882,35.16845971,Al-Hawiga,Tameem
38SLF3680026500,25-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/25/2007 14:35,43.18079482,36.36977629,Al-Hamdaniya,Ninewa
38SLF431032,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 15:15,43.25566831,36.16086061,Mosul,Ninewa
38SLF322263,25-Dec-07,Explosive Hazard,IED Explosion,Unknown,Host Natio,ISF,12/25/2007 15:20,43.12958569,36.3671825,Al-Hamdaniya,Ninewa
38SMC7280030300,25-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/25/2007 15:23,44.70644772,33.71233795,Al-Muqdadiya,Diyala
38SMC2911421406,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/25/2007 15:26,44.23570781,33.63010644,Tarmia,Baghdad
38SLF343245,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/25/2007 17:00,43.15336601,36.35132735,Al-Hamdaniya,Ninewa
38SLF2676022130,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/25/2007 17:03,43.0699062,36.32864506,Mosul,Ninewa
37SGU7440006900,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/25/2007 17:14,41.98378154,34.3671364,Ana,Anbar
38RNV250903,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 18:00,45.2633893,31.54739774,Al-Rumaitha,Muthanna
38SMB390790,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 18:20,44.34517149,33.24825331,Karkh,Baghdad
38SME392192,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 18:40,44.33032244,35.41434653,Kirkuk,Tameem
38SMB556932,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 19:15,44.52266689,33.37714236,Al Sadr,Baghdad
38SMC633345,25-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/25/2007 19:20,44.60374807,33.74993197,Al-Muqdadiya,Diyala
38SLE883093,25-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/25/2007 20:35,43.7711303,35.32069075,Al-Hawiga,Tameem
38SLD7253340398,25-Dec-07,Enemy Action,Indirect Fire,Property,Civilian,CF,12/25/2007 21:29,43.60827494,34.69766996,Tikrit,Salah al-Din
38SNA8091195254,25-Dec-07,Enemy Action,Indirect Fire,TCP,Coalition,CF,12/25/2007 21:50,45.86121878,32.49159431,Kut,Wassit
38SLD67247589,25-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/25/2007 22:18,43.54487605,35.01694781,Tikrit,Salah al-Din
38SMB2045178380,25-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/25/2007 23:30,44.14612131,33.24145379,Mahmoudiya,Baghdad
38RQU55528488,26-Dec-07,Enemy Action,Indirect Fire,Base,Coalition,CF,12/26/2007 0:39,47.66418215,30.56917536,Basrah,Basrah
38SMB41637363,26-Dec-07,Explosive Hazard,IED Hoax,NULL,NULL,CF,12/26/2007 2:15,44.37374799,33.19996397,Karkh,Baghdad
38SMB381922,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 3:00,44.334607,33.36725713,Khadamiya,Baghdad
38SMB2046078366,26-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,CIV,12/26/2007 5:18,44.14621913,33.24132819,Mahmoudiya,Baghdad
38SMB4291295797,26-Dec-07,Enemy Action,Indirect Fire,Base/Stati,Host Natio,CF,12/26/2007 6:45,44.38610286,33.39996601,Adhamiya,Baghdad
38SMD635432,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/26/2007 6:56,44.60131244,34.7302335,Tooz,Salah al-Din
38SMB5370078300,26-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,ISF,12/26/2007 7:00,44.50300418,33.24267028,Al Resafa,Baghdad
38SKF3946377005,26-Dec-07,Explosive Hazard,IED Explosion,Unknown,Host Natio,ISF,12/26/2007 7:30,42.07970588,36.80305913,Telafar,Ninewa
38SMB4571087790,26-Dec-07,Enemy Action,Direct Fire,Individual,Civilian,CIV,12/26/2007 7:45,44.41667192,33.32789303,Al Resafa,Baghdad
38SMB4076079170,26-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,ISF,12/26/2007 8:09,44.36405277,33.24988466,Karkh,Baghdad
38SMB496884,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 8:30,44.45843296,33.33358416,Al Sadr,Baghdad
38SLE378234,26-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/26/2007 8:30,43.21295584,35.44084574,Al-Shirqat,Salah al-Din
38SLE384230,26-Dec-07,Explosive Hazard,IED Explosion,TCP,Host Natio,CF,12/26/2007 8:31,43.2196429,35.43733842,Al-Shirqat,Salah al-Din
38SLC9895082740,26-Dec-07,Explosive Hazard,IED Explosion,Unknown,Coalition,CF,12/26/2007 8:33,43.90346444,34.18074319,Al-Daur,Salah al-Din
38SMB389872,26-Dec-07,Enemy Action,Indirect Fire,NULL,NULL,,12/26/2007 9:00,44.34354457,33.3222065,Karkh,Baghdad
38SMB4415990751,26-Dec-07,Explosive Hazard,IED Explosion,Recovery,Coalition,CF,12/26/2007 9:00,44.39982456,33.35452007,Al Resafa,Baghdad
38SMB545863,26-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/26/2007 9:00,44.51118931,33.31486145,Al Sadr,Baghdad
38SKF47307340,26-Dec-07,Explosive Hazard,IED Explosion,Unknown,Host Natio,ISF,12/26/2007 9:04,42.16864542,36.77272467,Telafar,Ninewa
38SLF3710024300,26-Dec-07,Explosive Hazard,IED Explosion,Security,Host Natio,ISF,12/26/2007 9:07,43.18459804,36.35000326,Al-Hamdaniya,Ninewa
38SMC985585,26-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/26/2007 9:10,44.98376333,33.96702587,Al-Muqdadiya,Diyala
38SLF379272,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 9:20,43.19290516,36.37626997,Al-Hamdaniya,Ninewa
38SLF2850025000,26-Dec-07,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,12/26/2007 9:45,43.08865,36.35481633,Mosul,Ninewa
38SMB3264031790,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 9:50,44.28037202,32.82205932,Al-Mahawil,Babylon
38SLF3820028900,26-Dec-07,Explosive Hazard,IED Explosion,Other,Coalition,CF,12/26/2007 9:55,43.19589413,36.39163901,Al-Hamdaniya,Ninewa
38SLD7600035000,26-Dec-07,Enemy Action,Small Arms Fire,Other,Coalition,CF,12/26/2007 10:00,43.64691105,34.64943121,Tikrit,Salah al-Din
38SLF303253,26-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/26/2007 10:00,43.10863547,36.35783864,Mosul,Ninewa
38SLF2790024200,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/26/2007 10:04,43.08214331,36.34750092,Mosul,Ninewa
38SMC7684852486,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/26/2007 10:06,44.7495524,33.912532,Al-Muqdadiya,Diyala
38SMB4084079070,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,None Selected,12/26/2007 10:08,44.36491806,33.2489871,Karkh,Baghdad
38SMC22705780,26-Dec-07,Explosive Hazard,IED Explosion,Property,Civilian,CIV,12/26/2007 10:10,44.1633714,33.95787036,Balad,Salah al-Din
38SLF318247,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 10:20,43.12547505,36.35269572,Mosul,Ninewa
38SLF397248,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/26/2007 10:25,43.21345735,36.35494539,Al-Hamdaniya,Ninewa
38SMB4107078950,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/26/2007 10:30,44.36739477,33.24791735,Karkh,Baghdad
38SLC99218650,26-Dec-07,Explosive Hazard,IED Suspected,NULL,NULL,CF,12/26/2007 10:42,43.90584744,34.21467222,Al-Daur,Salah al-Din
38SMC2539003350,26-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,CF,12/26/2007 11:00,44.19706673,33.4670103,Khadamiya,Baghdad
38SMB4085078920,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/26/2007 11:25,44.36503519,33.24763473,Karkh,Baghdad
38SMB4097493190,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 11:32,44.36543449,33.37634795,Adhamiya,Baghdad
38SMB4742098970,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,None Selected,12/26/2007 11:45,44.43439211,33.42881472,Adhamiya,Baghdad
38SLB9770870915,26-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,CF,12/26/2007 11:45,43.90287288,33.17221601,Falluja,Anbar
38SMC6840735373,26-Dec-07,Explosive Hazard,IED Explosion,Other,Civilian,CF,12/26/2007 11:45,44.65885652,33.75797033,Al-Muqdadiya,Diyala
38SLC8723922159,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/26/2007 11:50,43.78418883,33.63328259,Falluja,Anbar
38SMB525780,26-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/26/2007 11:50,44.49013923,33.23991224,Al Resafa,Baghdad
38SMB4546063850,26-Dec-07,Enemy Action,Direct Fire,Transport,Infrastruct,ISF,12/26/2007 11:52,44.41542367,33.11195147,Mahmoudiya,Baghdad
38SLF259255,26-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/26/2007 12:00,43.05957629,36.3588545,Mosul,Ninewa
38SLF297224,26-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/26/2007 12:00,43.10258584,36.33160226,Mosul,Ninewa
38SLF396215,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Host Natio,ISF,12/26/2007 12:05,43.21302299,36.32519232,Al-Hamdaniya,Ninewa
38SME1954022980,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/26/2007 12:14,44.11342552,35.44703124,Kirkuk,Tameem
38SMB4070092300,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CIV,12/26/2007 12:15,44.36254754,33.3683057,Adhamiya,Baghdad
38SMB4457878241,26-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,None Selected,12/26/2007 12:20,44.40509416,33.24170834,Karkh,Baghdad
38SLC5850002438,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/26/2007 12:26,43.47752701,33.45203614,Ramadi,Anbar
38SLF366215,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/26/2007 12:30,43.17961582,36.32468805,Al-Hamdaniya,Ninewa
38SMB3613984405,26-Dec-07,Explosive Hazard,IED Found/Cleared,Property,Enemy,CF,12/26/2007 12:35,44.31407975,33.29683733,Karkh,Baghdad
38SMB3650089900,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,12/26/2007 12:35,44.31757079,33.34641956,Khadamiya,Baghdad
38SMB41047897,26-Dec-07,Explosive Hazard,IED Found/Cleared,Patrol,Coalition,CF,12/26/2007 12:45,44.36707144,33.2480961,Karkh,Baghdad
38SLF25902500,26-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/26/2007 13:07,43.05968815,36.35434938,Mosul,Ninewa
38SLD891138,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 13:20,43.79259352,34.45979246,Al-Daur,Salah al-Din
38SMB389872,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 13:24,44.34354457,33.3222065,Karkh,Baghdad
38SMB5129973049,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 13:25,44.47751374,33.19520226,Karkh,Baghdad
38SLD7539035530,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/26/2007 13:30,43.64017834,34.65413534,Tikrit,Salah al-Din
38SMB3585088380,26-Dec-07,Enemy Action,Direct Fire,Unit/Grou,Civilian,CIV,12/26/2007 13:33,44.31069374,33.33267174,Karkh,Baghdad
38SLF351228,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/26/2007 13:34,43.16263742,36.33614645,Al-Hamdaniya,Ninewa
38SLD8082020000,26-Dec-07,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,12/26/2007 13:35,43.70159993,34.51476742,Tikrit,Salah al-Din
38SMC569303,26-Dec-07,Enemy Action,Direct Fire,Unknown,Host Natio,ISF,12/26/2007 13:42,44.53485318,33.71181097,Al-Muqdadiya,Diyala
38SMB40937902,26-Dec-07,Explosive Hazard,IED Hoax,NULL,NULL,CF,12/26/2007 13:45,44.36588741,33.24854106,Karkh,Baghdad
38SLC9909085770,26-Dec-07,Enemy Action,Attack,Patrol,Coalition,CF,12/26/2007 14:10,43.90463014,34.20807821,Al-Daur,Salah al-Din
38SLF2590025000,26-Dec-07,Enemy Action,Direct Fire,Patrol,Coalition,CF,12/26/2007 14:15,43.05968815,36.35434938,Mosul,Ninewa
38SMB40857893,26-Dec-07,Explosive Hazard,IED Hoax,NULL,NULL,CF,12/26/2007 14:24,44.36503453,33.24772493,Karkh,Baghdad
38SMB4897064930,26-Dec-07,Enemy Action,Direct Fire,TCP,Host Natio,ISF,12/26/2007 14:29,44.452983,33.12186364,Mahmoudiya,Baghdad
38SLF3770027300,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,12/26/2007 14:30,43.19065568,36.37713731,Al-Hamdaniya,Ninewa
38SMC6761634744,26-Dec-07,Enemy Action,Direct Fire,TCP,Host Natio,ISF,12/26/2007 14:30,44.65033842,33.7522734,Al-Muqdadiya,Diyala
38SLC9770072800,26-Dec-07,Explosive Hazard,Unknown Explosion,Property,Civilian,ISF,12/26/2007 14:41,43.89107383,34.09099202,Balad,Salah al-Din
38SMC6776025160,26-Dec-07,Enemy Action,Small Arms Fire,Patrol,Coalition,CF,12/26/2007 14:45,44.65224178,33.66583798,Al-Muqdadiya,Diyala
38SME0065403120,26-Dec-07,Enemy Action,Indirect Fire,Patrol,Coalition,CF,12/26/2007 14:56,43.90776848,35.2662807,Al-Hawiga,Tameem
38SLE9764028020,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,12/26/2007 15:00,43.87151595,35.49045375,Al-Hawiga,Tameem
38SMC3174041090,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,12/26/2007 15:05,44.26250278,33.80779999,Balad,Salah al-Din
38SLF3670026000,26-Dec-07,Enemy Action,Direct Fire,Security,Host Natio,ISF,12/26/2007 15:10,43.1797856,36.3652539,Al-Hamdaniya,Ninewa
38SMC549108,26-Dec-07,Explosive Hazard,IED Explosion,NULL,NULL,,12/26/2007 15:20,44.51425725,33.53585447,Ba'quba,Diyala
38SMB380845,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 15:25,44.33406074,33.29780288,Karkh,Baghdad
38SMB542774,26-Dec-07,Enemy Action,Sniper Ops,NULL,NULL,,12/26/2007 15:25,44.50841657,33.23457388,Al Resafa,Baghdad
38SMC715245,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 15:30,44.69260409,33.65999217,Al-Muqdadiya,Diyala
38SME4150021500,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,12/26/2007 15:31,44.355489,35.43522167,Kirkuk,Tameem
38SMC3764123374,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,CLC,12/26/2007 15:31,44.32750197,33.64838949,Tarmia,Baghdad
38SLE3830044500,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,ISF,12/26/2007 15:55,43.21425153,35.63108582,Mosul,Ninewa
38SMB4532088130,26-Dec-07,Friendly Fire,Blue-Blue,NULL,NULL,CF,12/26/2007 16:00,44.41246111,33.33093989,Al Resafa,Baghdad
38SMD679270,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 16:00,44.64998727,34.58429326,Tooz,Salah al-Din
38SLD6743534120,26-Dec-07,Enemy Action,Indirect Fire,Base/Stati,Coalition,CF,12/26/2007 16:09,43.55361299,34.64042517,Tikrit,Salah al-Din
38RPU4787694224,26-Dec-07,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,12/26/2007 16:10,46.54363512,30.67159822,Suq Al-Shoyokh,Thi-Qar
38SMB496884,26-Dec-07,Explosive Hazard,IED Found/Cleared,NULL,NULL,,12/26/2007 16:15,44.45843296,33.33358416,Al Sadr,Baghdad
38SMB390876,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 16:20,44.3445919,33.3258199,Karkh,Baghdad
38SMB3091484742,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 16:20,44.25793711,33.29955439,Karkh,Baghdad
38SLF2710022000,26-Dec-07,Enemy Action,Direct Fire,OP,Host Natio,ISF,12/26/2007 16:30,43.0737211,36.32753481,Mosul,Ninewa
38SMB390877,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 16:40,44.34458515,33.32672183,Karkh,Baghdad
38SMB4140079550,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 17:00,44.37089831,33.253347,Karkh,Baghdad
38SMC4151656058,26-Dec-07,Enemy Action,Small Arms Fire,Other,Coalition,CF,12/26/2007 17:05,44.36712323,33.94337592,Balad,Salah al-Din
38SMB494613,26-Dec-07,Enemy Action,Direct Fire,Other,Civilian,CLC,12/26/2007 17:26,44.45779333,33.08914184,Mahmoudiya,Baghdad
38SMB5000460365,26-Dec-07,Enemy Action,Direct Fire,Base,Coalition,CF,12/26/2007 17:40,44.46431641,33.08073625,Mahmoudiya,Baghdad
38SLD6760041085,26-Dec-07,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,12/26/2007 18:07,43.55432204,34.70323634,Tikrit,Salah al-Din
38SLD815925,26-Dec-07,Enemy Action,Direct Fire,NULL,NULL,,12/26/2007 18:10,43.69875882,35.16845971,Al-Hawiga,Tameem
